brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Ford,Mustang GT Premium,2019,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Gray,None reported,True,41000
BMW,330 i,2017,83298,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,18300
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,None reported,True,31599
Porsche,911 Carrera,2010,61600,Gasoline,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,51750
INFINITI,QX56 Base,2011,130921,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Other,White,Beige,None reported,True,12000
RAM,2500 Tradesman,2020,41000,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,False,45515
BMW,840 i xDrive,2024,1500,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,None reported,True,90000
MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,17390
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,95000
Audi,R8 5.2 V10 plus,2017,61000,Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Other,Gray,Black,None reported,True,140000
RAM,2500 Big Horn,2021,45867,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,True,43449
Porsche,911 Carrera 4,2014,22700,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,True,85500
Bentley,Continental GT Base,2009,43000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,48500
Toyota,Tundra SR5,2015,99000,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,True,27000
Toyota,4Runner SR5,2006,135000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,16900
Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,True,29000
Ford,Focus SE,2014,79615,Gasoline,2.0L I4 16V GDI DOHC,Automatic,Black,Charcoal Black,None reported,True,10995
BMW,M5 Base,2021,13250,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Alpine White,Aragon Brown,None reported,False,86900
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,60500
Cadillac,Escalade ESV Luxury,2016,116500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,At least 1 accident or damage reported,True,30500
Acura,NSX Base,1993,75980,not supported,Electric,Automatic,Silver,Black,None reported,True,90200
Chevrolet,Corvette Z06,2018,24059,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,87150
Audi,Q5 2.0T Premium Plus,2015,118500,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Black,At least 1 accident or damage reported,True,15400
BMW,ALPINA B7 ALPINA B7 xDrive,2020,15097,Gasoline,4.4 Liter Twin Turbo,Automatic,Frozen Dark Silver Metallic,Black,None reported,False,99998
Maserati,Ghibli S Q4,2018,20000,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,True,43000
BMW,228 Gran Coupe i xDrive,2020,10426,Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Oyster/Black,None reported,False,30798
Ford,Expedition Limited,2023,9500,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,At least 1 accident or damage reported,True,63500
Nissan,Frontier SE Crew Cab,2006,134000,Gasoline,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,True,8500
Subaru,BRZ Limited,2022,10500,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Other,Gray,–,None reported,True,32500
Chevrolet,Malibu LT,2018,53100,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,True,17500
Ford,Focus SEL,2017,80134,E85 Flex Fuel,2.0L I4 16V GDI DOHC Flexible Fuel,Automatic,White,Charcoal Black,None reported,True,13895
Nissan,Rogue Sport S,2021,24000,Gasoline,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,25500
Volvo,C70 T5,2006,61000,Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Manual,Blue,Beige,None reported,True,10299
Lincoln,Nautilus Reserve,2021,19700,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,48000
Mercedes-Benz,AMG GT Base,2018,28182,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,True,84500
Ford,Mustang EcoBoost Premium,2017,59500,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,21000
Ford,Ranger XLT,1999,115402,E85 Flex Fuel,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gold,Beige,None reported,True,8000
GMC,Yukon SLT,2018,85500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,35899
RAM,2500 Big Horn,2020,51000,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,True,44900
Tesla,Model Y Performance,2021,17500,Gasoline,455.0HP Electric Motor Electric Fuel System,Automatic,Gray,White,None reported,True,45000
Lexus,ES 350 Base,2011,132000,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,True,9999
Jeep,Wrangler Rubicon Hard Rock,2016,67882,Gasoline,3.6 Liter,Automatic,White,Black,None reported,False,32798
Volvo,XC90 T6 Momentum,2018,62000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,30500
Porsche,911 R,2016,12454,Gasoline,500.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Purple,Black,None reported,True,210000
BMW,M6 Gran Coupe Base,2017,27965,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,True,58000
Cadillac,Escalade ESV Platinum Edition,2013,119000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,False,20500
BMW,X5 xDrive35i,2018,48000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,32000
BMW,X5 xDrive40i,2020,5541,Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,False,56598
Mitsubishi,Outlander SEL,2018,29000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,True,19500
Dodge,Ram 1500 ST,2010,131100,E85 Flex Fuel,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,True,12995
Subaru,Impreza 2.0i,2015,102242,Gasoline,"2L H-4 DOHC, variable valve control, regular unleaded, engine wi",Manual,Quartz Blue Pearl,Black,At least 1 accident or damage reported,False,11498
Mercedes-Benz,Maybach S S 600,2016,18069,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,79999
Kia,Sportage LX,2023,13000,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,31900
Porsche,911 Turbo Cabriolet,2008,51000,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Other,Silver,Black,At least 1 accident or damage reported,True,69500
Hummer,H3 Base,2007,137333,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,True,10000
Buick,LaCrosse Leather,2014,125559,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,True,11200
Chevrolet,Silverado 1500 High Country,2020,88161,Gasoline,6.2L V8 16V GDI OHV,Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,True,48889
Toyota,4Runner SR5,2016,101900,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,29000
Cadillac,Escalade ESV Luxury,2015,159500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,18800
Subaru,Legacy 2.5i Premium,2015,68860,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT,Silver,Beige,At least 1 accident or damage reported,True,15000
Tesla,Model 3 Long Range,2018,43000,Gasoline,271.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,At least 1 accident or damage reported,True,30499
Ford,Expedition EL XLT,2017,182000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,16500
Tesla,Model Y Long Range,2022,21404,Gasoline,425.0HP Electric Motor Electric Fuel System,Automatic,White,White,None reported,True,49500
Ford,Expedition EL Limited,2017,81000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,27000
Chevrolet,Silverado 1500 LTZ,2021,62257,Gasoline,5.3L V8 16V GDI OHV,Automatic,Satin Steel Metallic,Gideon,None reported,False,42590
BMW,X5 xDrive40e,2016,91798,Hybrid,Electric,Automatic,Alpine White,Black,None reported,False,22998
BMW,335 is,2011,82000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,20000
Ford,F-150 XLT,2012,207100,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,True,15000
Land,Rover Range Rover Sport P400 SE Dynamic,2023,450,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Blue,Black,None reported,True,124000
Porsche,Panamera Edition,2016,77945,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,True,30000
Kia,Sorento Plug-In Hybrid SX,2022,15583,Hybrid,1.6L I4 16V GDI DOHC Turbo Hybrid,Automatic,Aurora Black,Gray,None reported,False,40599
BMW,M240 i,2017,37100,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,26125
Maserati,Quattroporte Base,2006,51000,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Other,Blue,Beige,At least 1 accident or damage reported,True,18000
Ford,F-150 XLT,2017,94000,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,26000
Land,Rover Discovery S,2003,121886,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,True,6000
Ford,F-250 XLT Crew Cab Super Duty,2008,157500,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,At least 1 accident or damage reported,True,15000
Ford,Taurus SHO,2014,138415,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,True,15500
Land,Rover Range Rover Sport HSE,2012,110000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,10200
Cadillac,Escalade Sport,2023,8532,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,Automatic,Black Raven,Jet Black,None reported,False,109900
GMC,Sierra 1500 SLT,2021,12941,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,51500
BMW,335 i xDrive,2009,69764,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,19500
Porsche,911 Carrera 4S,2003,90000,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,False,24000
Audi,Q5 S line Premium,2022,8193,Hybrid,2.0 Liter TFSI,Automatic,Florett Silver,Black,None reported,False,42598
Lexus,RX 350 F Sport Performance,2020,43277,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Caviar,Black,None reported,False,43599
Audi,S4 3.0T Premium Plus,2018,26500,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,38000
Chevrolet,Silverado 1500 LT,2019,36021,Gasoline,2.7L I4 16V GDI DOHC Turbo,Automatic,Cajun Red Tintcoat,Jet Black,None reported,False,35670
Chevrolet,Colorado Z71,2019,25462,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Shadow Gray Metallic,Jet Black,None reported,False,36139
Audi,A5 2.0T Prestige,2018,35850,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,33000
Mazda,Mazda3 s Sport,2008,77700,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,True,6300
Jaguar,E-PACE 300 Sport,2021,23600,Hybrid,296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,True,42999
Ferrari,GTC4Lusso T,2019,8870,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,Automatic,Nero Daytona,–,None reported,True,215000
Toyota,Celica GT,2001,122000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Gray,None reported,True,7800
Ford,Excursion Limited 4WD,2003,245000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,True,17999
Porsche,718 Spyder Base,2022,4700,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,True,134000
Subaru,WRX STI Base,2016,84100,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,34000
Audi,A6 45 Premium Plus,2021,33000,Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,True,40000
Tesla,Model S P100D,2018,10065,Gasoline,Electric,Automatic,Red Multi,White,None reported,False,59999
Mercedes-Benz,AMG GT R,2018,3811,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,148500
Acura,RDX PMC Edition,2021,44457,Gasoline,2.0 Liter Turbo,Other,Majestic Black Pearl,Ebony,None reported,False,40598
Audi,S4 3.0T Premium Plus,2013,139355,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,20900
Lotus,Evora Base,2010,9100,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Black,White,None reported,True,55000
Mercedes-Benz,S-Class S 560 4MATIC,2019,10500,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Brown,None reported,True,77900
Chevrolet,Silverado 1500 RST,2023,5006,Gasoline,5.3L V8 16V GDI OHV,Automatic,Dark Ash Metallic,Black,None reported,False,59590
Hyundai,Genesis Coupe 2.0T R-Spec,2013,55000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Red,None reported,False,18000
BMW,M3 Competition,2021,33500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,71000
BMW,435 i,2014,126500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,15000
Land,Rover Range Rover Evoque HSE Dynamic,2016,79000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,None reported,True,24000
Porsche,911 Targa 4 GTS,2018,19000,Gasoline,450.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,145000
RAM,3500 Tradesman,2021,57000,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Blue,Gray,None reported,True,52000
BMW,X5 xDrive40i,2020,4880,Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,False,57998
Acura,NSX Base,2018,6523,Hybrid,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,White,Ebony,None reported,False,143900
Mercedes-Benz,SL-Class SL500 Roadster,2005,127000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,14000
Lexus,SC 430 Base,2002,89500,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,15999
Chevrolet,Silverado 1500 Base,2000,97000,Gasoline,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,27500
Buick,Enclave Avenir,2021,31181,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Rich Garnet Metallic,Chestnut,At least 1 accident or damage reported,True,42442
Lexus,NX 300h Base,2020,16425,Hybrid,2.5L I4 16V MPFI DOHC Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,False,33200
Lexus,RX 350 RX 350 F SPORT Handling,2022,11238,Gasoline,3.5 Liter DOHC,Automatic,Atomic Silver,Black,None reported,False,54798
Chevrolet,Avalanche 1500 LS,2005,97146,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Other,Black,Gray,At least 1 accident or damage reported,True,7999
Mercedes-Benz,SL-Class SL400,2015,36670,Gasoline,3.0 Liter,Automatic,White,Tan,None reported,False,39998
Chevrolet,Suburban Premier,2019,44800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,52500
Ford,Transit-350 Base,2015,150000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,True,17100
INFINITI,QX60 Luxe,2020,38400,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,32100
Bentley,Continental GTC Base,2008,7960,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,True,81500
Nissan,350Z Enthusiast,2007,117000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,True,9975
Rivian,R1S Adventure Package,2023,159,Gasoline,533.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,True,95500
McLaren,570S Base,2017,30200,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Other,Orange,Black,None reported,True,139000
Nissan,Altima 2.5 SL,2012,91545,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT,Silver,Black,None reported,True,8999
Land,Rover Range Rover 5.0L Supercharged,2015,110000,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,–,At least 1 accident or damage reported,True,26499
BMW,X5 xDrive35i,2017,105100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,23300
INFINITI,QX56 Base,2012,110000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Other,White,Beige,None reported,True,15600
Ford,F-150 XLT,2019,81778,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Black,Medium Earth Gray,None reported,True,32769
Lexus,RX 450h Base,2010,168422,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Beige,At least 1 accident or damage reported,True,10900
Maserati,Ghibli S Q4 GranSport,2018,80500,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,34900
Volvo,XC90 T6 Momentum,2018,81200,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,28825
Lamborghini,Huracan EVO Base,2020,6246,Gasoline,5.2L V10 40V GDI DOHC,Automatic,Nero Noctis,Nero Ade,None reported,True,267950
Jeep,Wrangler Unlimited Rubicon,2017,20172,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Other,Gray,Black,None reported,True,47500
Hummer,H2 Base,2005,145000,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,True,22500
Ford,Flex Limited,2009,162000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,7500
Porsche,718 Cayman GT4,2020,13554,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,True,124995
Toyota,Camry XLE,2007,59700,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,None reported,True,9500
Mercedes-Benz,A-Class A 220 4MATIC,2020,30930,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Black,None reported,False,28900
BMW,335 i,2009,51983,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Gray,White,None reported,True,19999
Chevrolet,Camaro 2SS,2022,22000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,True,50000
Volkswagen,ID.4 Pro S,2023,16800,Gasoline,295.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,True,45000
Chevrolet,Silverado 2500 High Country,2022,16000,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,73995
